#,CPU,Type,Performance,Cores / threads,Year,TDP,Brand
1,Intel Xeon 6960P,server,74.09,72 / 144,2024,500 W,Intel
503,AMD FX-9590,desktop,5.78,8 / 8,2013,220 W,AMD
504,AMD Ryzen Z2,notebook,5.73,8 / 16,2025,8 W,AMD
505,AMD Ryzen Z2 A,notebook,5.73,4 / 8,−,2 W,AMD
506,AMD Ryzen 3 4300G,desktop,5.64,4 / 8,2020,65 W,AMD
507,AMD Ryzen 3 PRO 4450U,notebook,5.38,4 / 8,2020,15 W,AMD
508,AMD Ryzen 3 5300U,notebook,5.36,4 / 8,2021,15 W,AMD
509,AMD Ryzen 5 2500X,desktop,5.32,4 / 8,2018,65 W,AMD
510,AMD Ryzen 5 3400G,desktop,5.22,4 / 8,2019,65 W,AMD
511,AMD Ryzen 5 PRO 3350G,desktop,5.17,4 / 8,−,65 W,AMD
512,AMD Ryzen 5 1500X,desktop,5.15,4 / 8,2017,65 W,AMD
513,AMD Ryzen 5 7520U,notebook,5.14,4 / 8,2022,15 W,AMD
514,AMD Ryzen 5 PRO 1500,server,5.14,4 / 8,2017,65 W,AMD
515,AMD Ryzen 5 PRO 3400G,desktop,5.14,4 / 8,2019,65 W,AMD
516,AMD Ryzen 5 3350G,desktop,5.07,4 / 8,−,65 W,AMD
517,AMD Ryzen 5 3400GE,desktop,5.00,4 / 8,2019,35 W,AMD
518,AMD Ryzen 5 2400G,desktop,4.95,4 / 8,2018,65 W,AMD
519,AMD Ryzen 3 7320U,notebook,4.89,4 / 8,2022,15 W,AMD
520,AMD Ryzen 5 PRO 2400G,desktop,4.83,4 / 8,2018,65 W,AMD
521,AMD Ryzen Embedded R2544,desktop,4.81,4 / 8,2022,45 W,AMD
522,AMD EPYC 8324PN,server,4.75,32 / 64,2023,130 W,AMD
523,AMD Opteron 6386 SE,server,4.70,16 / 16,2012,140 W,AMD
524,AMD Ryzen 3 7320C,notebook,4.65,4 / 8,2023,15 W,AMD
525,AMD Ryzen 7 2800H,notebook,4.63,4 / 8,2018,15 W,AMD
526,AMD Ryzen Embedded V1756B,desktop,4.61,4 / 8,2018,45 W,AMD
527,AMD Ryzen 5 7520C,notebook,4.60,4 / 8,2023,15 W,AMD
528,AMD Ryzen Embedded V1807B,desktop,4.58,4 / 8,2018,45 W,AMD
529,AMD Ryzen 5 2600H,notebook,4.54,4 / 8,2018,45 W,AMD
530,AMD Ryzen 7 3750H,notebook,4.53,4 / 8,2019,35 W,AMD
531,AMD Opteron 6348,server,4.45,12 / 12,2012,115 W,AMD
532,AMD Ryzen Embedded V1780B,desktop,4.42,4 / 8,−,45 W,AMD
533,AMD Ryzen 5 PRO 2400GE,desktop,4.42,4 / 8,2018,35 W,AMD
534,AMD Ryzen 5 1400,desktop,4.38,4 / 8,2017,65 W,AMD
535,AMD Ryzen 5 3550H,notebook,4.37,4 / 8,2019,35 W,AMD
536,AMD Ryzen 5 PRO 3400GE,desktop,4.35,4 / 8,2019,35 W,AMD
537,AMD Ryzen 3 2300X,desktop,4.29,4 / 4,2018,65 W,AMD
538,AMD Ryzen 7 3780U,notebook,4.24,4 / 8,2019,15 W,AMD
539,AMD Athlon Gold PRO 3150G,desktop,4.23,4 / 4,2020,65 W,AMD
540,AMD Ryzen 3 4300U,notebook,4.17,4 / 4,2020,15 W,AMD
541,AMD Opteron 6281,server,4.13,16 / 16,2012,130 W,AMD
542,AMD Ryzen 5 2400GE,desktop,4.10,4 / 8,2018,35 W,AMD
543,AMD Steam Deck OLED APU,notebook,4.10,4 / 8,2023,2 W,AMD
544,AMD Ryzen 7 PRO 3700U,notebook,4.10,4 / 8,2019,15 W,AMD
545,AMD Ryzen 3 3200GE,desktop,4.08,4 / 4,2019,35 W,AMD
546,AMD Ryzen 5 3580U,notebook,4.05,4 / 8,2019,15 W,AMD
547,AMD Ryzen 3 PRO 1300,server,4.03,4 / 4,2017,65 W,AMD
548,AMD Ryzen 7 3700U,notebook,4.00,4 / 8,2019,15 W,AMD
549,AMD Athlon Gold PRO 3150GE,desktop,3.97,4 / 4,2020,35 W,AMD
550,AMD Ryzen 3 3200G,desktop,3.97,4 / 4,2019,65 W,AMD
551,AMD Ryzen 7 PRO 2700U,notebook,3.96,4 / 8,2019,15 W,AMD
552,AMD Ryzen 5 PRO 3500U,notebook,3.93,4 / 8,2019,15 W,AMD
553,AMD Ryzen 3 1300X,desktop,3.93,4 / 4,2017,65 W,AMD
554,AMD Athlon Gold 3150G,desktop,3.93,4 / 4,2020,65 W,AMD
555,AMD Ryzen 7 2700U,notebook,3.88,4 / 8,2017,15 W,AMD
556,AMD Ryzen 5 3500U,notebook,3.88,4 / 8,2019,15 W,AMD
557,AMD Ryzen 3 PRO 3200GE,desktop,3.86,4 / 4,2019,35 W,AMD
558,AMD Ryzen 3 2200G,desktop,3.82,4 / 4,2018,65 W,AMD
559,AMD Ryzen Embedded R2514,desktop,3.82,4 / 8,2022,15 W,AMD
560,AMD Ryzen Embedded V1605B,desktop,3.81,4 / 8,2018,15 W,AMD
561,AMD Opteron 6380,server,3.79,16 / 16,2012,115 W,AMD
562,AMD Ryzen 3 PRO 2200G,desktop,3.78,4 / 4,2018,65 W,AMD
563,AMD Ryzen 5 PRO 2500U,notebook,3.74,4 / 8,2019,15 W,AMD
564,AMD FX-8120,desktop,3.74,8 / 8,2011,125 W,AMD
565,AMD Ryzen 5 3450U,notebook,3.71,4 / 8,2020,2 W,AMD
566,AMD Ryzen 3 PRO 3200G,desktop,3.69,4 / 4,2019,65 W,AMD
567,AMD Ryzen 5 2500U,notebook,3.68,4 / 8,2017,15 W,AMD
568,AMD Ryzen 3 1200,desktop,3.63,4 / 4,2017,65 W,AMD
569,AMD Opteron 6282 SE,server,3.62,16 / 16,2011,140 W,AMD
570,AMD FX-9370,desktop,3.62,8 / 8,2013,220 W,AMD
571,AMD Opteron 6276,server,3.60,16 / 16,2011,115 W,AMD
572,AMD FX-8370,desktop,3.51,8 / 8,2014,125 W,AMD
573,AMD Opteron 6344,server,3.44,12 / 12,2012,115 W,AMD
574,AMD Ryzen Embedded V1404I,desktop,3.41,4 / 8,−,15 W,AMD
575,AMD Ryzen 3 PRO 2200GE,desktop,3.38,4 / 4,2018,35 W,AMD
576,AMD FX-8350,desktop,3.37,8 / 8,2012,125 W,AMD
577,AMD Ryzen 3 2200GE,desktop,3.36,4 / 4,2018,35 W,AMD
578,AMD Opteron 6378,server,3.34,16 / 16,2012,115 W,AMD
579,AMD Ryzen Embedded R2314,desktop,3.32,4 / 4,2022,15 W,AMD
580,AMD Ryzen 3 PRO 3300U,notebook,3.31,4 / 4,2019,15 W,AMD
581,AMD Phenom II X6 1100T BE,desktop,3.26,6 / 6,2010,125 W,AMD
582,AMD Ryzen 3 3350U,notebook,3.25,4 / 4,2019,2 W,AMD
583,AMD Ryzen 3 3300U,notebook,3.22,4 / 4,2019,15 W,AMD
584,AMD Opteron 6274,server,3.20,16 / 16,2011,115 W,AMD
585,AMD Ryzen 3 PRO 2300U,notebook,3.19,4 / 4,2019,15 W,AMD
586,AMD Opteron 6238,server,3.19,12 / 12,2011,115 W,AMD
587,AMD Opteron 6366 HE,server,3.18,16 / 16,2012,85 W,AMD
588,AMD Ryzen 3 PRO 1200,server,3.18,4 / 4,2017,65 W,AMD
589,AMD Opteron 6376,server,3.16,16 / 16,2012,115 W,AMD
590,AMD Ryzen 3 2300U,notebook,3.11,4 / 4,2018,15 W,AMD
591,AMD FX-8320,desktop,3.10,8 / 8,2012,125 W,AMD
592,AMD FX-8300,desktop,3.02,8 / 8,2012,95 W,AMD
593,AMD FX-8370E,desktop,3.02,8 / 8,2014,95 W,AMD
594,AMD FX-8150,desktop,3.02,8 / 8,2011,125 W,AMD
595,AMD Opteron 6328,server,3.01,8 / 8,2012,115 W,AMD
596,AMD Opteron 6272,server,2.97,16 / 16,2011,115 W,AMD
597,AMD Xeon Platinum 8260L,server,2.89,24 / 48,2019,165 W,AMD
598,AMD Ryzen Embedded V2A46,desktop,2.83,6 / 12,2023,35 W,AMD
599,AMD Phenom II X6 1055T (95W),desktop,2.82,6 / 6,2010,95 W,AMD
600,AMD FX-8320E,desktop,2.81,8 / 8,2014,95 W,AMD
601,AMD Athlon Gold 7220U,notebook,2.78,2 / 4,2022,15 W,AMD
602,AMD FX-8140,desktop,2.76,8 / 8,2012,95 W,AMD
603,AMD Opteron 6220,server,2.70,8 / 8,2011,115 W,AMD
604,AMD FX-6350,desktop,2.63,6 / 6,2013,125 W,AMD
605,AMD Athlon Silver PRO 3125GE,desktop,2.63,2 / 4,2020,35 W,AMD
606,AMD Athlon 240GE,desktop,2.59,2 / 4,2018,35 W,AMD
607,AMD Athlon Silver 3050GE,desktop,2.58,2 / 4,2020,35 W,AMD
608,AMD Ryzen Embedded V1500B,desktop,2.56,4 / 8,−,16 W,AMD
609,AMD Athlon 3000G,desktop,2.52,2 / 4,2019,35 W,AMD
610,AMD Athlon 220GE,desktop,2.52,2 / 4,2018,35 W,AMD
611,AMD FX-6330,desktop,2.51,6 / 6,2015,125 W,AMD
612,AMD Opteron  3380,server,2.47,8 / 8,2012,65 W,AMD
613,AMD FX-6130,desktop,2.47,6 / 6,2012,95 W,AMD
614,AMD Athlon PRO 300GE,desktop,2.46,2 / 4,2019,35 W,AMD
615,AMD Opteron  4376 HE,server,2.45,8 / 8,2012,65 W,AMD
616,AMD Ryzen Embedded R1606G,notebook,2.36,2 / 4,2020,25 W,AMD
617,AMD FX-6300,desktop,2.35,6 / 6,2012,95 W,AMD
618,AMD Opteron 3365,server,2.34,8 / 8,2013,65 W,AMD
619,AMD FX-6200,desktop,2.33,6 / 6,2012,125 W,AMD
620,AMD Athlon 200GE,desktop,2.33,2 / 4,2018,35 W,AMD
621,AMD FX-8100,desktop,2.32,8 / 8,2011,95 W,AMD
622,AMD Athlon PRO 300U,notebook,2.31,2 / 4,2019,15 W,AMD
623,AMD Opteron 6234,server,2.31,12 / 12,2011,115 W,AMD
624,AMD Opteron 6212,server,2.25,8 / 8,2011,115 W,AMD
625,AMD A8-5500B,desktop,2.25,4 / 4,2012,65 W,AMD
626,AMD Ryzen Embedded R2312,desktop,2.24,2 / 4,2022,15 W,AMD
627,AMD Opteron  4334,server,2.24,6 / 6,2012,95 W,AMD
628,AMD Athlon Gold 3150U,notebook,2.22,2 / 4,2020,15 W,AMD
629,AMD Opteron  4332 HE,server,2.22,6 / 6,2012,65 W,AMD
630,AMD Athlon 300U,notebook,2.19,2 / 4,2019,15 W,AMD
631,AMD FX-6120,desktop,2.18,6 / 6,2012,95 W,AMD
632,AMD Athlon PRO 200GE,desktop,2.16,2 / 2,2018,35 W,AMD
633,AMD PRO A12-8870,desktop,2.16,4 / 4,2016,65 W,AMD
634,AMD Ryzen Embedded R1505G,notebook,2.15,2 / 4,2020,25 W,AMD
635,AMD Opteron 3280,workstation,2.15,8 / 8,2012,65 W,AMD
636,AMD Athlon X4 845,desktop,2.14,4 / 4,2016,65 W,AMD
637,AMD PRO A10-8850B,desktop,2.13,4 / 4,2015,95 W,AMD
638,AMD PRO A12-9800,desktop,2.13,4 / 4,2016,65 W,AMD
639,AMD Ryzen 3 3200U,notebook,2.12,2 / 4,2019,15 W,AMD
640,AMD Ryzen 3 3250U,notebook,2.11,2 / 4,2020,15 W,AMD
641,AMD A12-9800,desktop,2.10,4 / 4,2017,65 W,AMD
642,AMD FX-6100,desktop,2.09,6 / 6,2011,95 W,AMD
643,AMD Athlon X4 880K,desktop,2.07,4 / 4,2015,95 W,AMD
644,AMD Xeon Platinum 8452Y,server,2.06,36 / 72,2023,300 W,AMD
645,AMD PRO A10-9700,desktop,2.04,4 / 4,2017,65 W,AMD
646,AMD Athlon II X4 651,desktop,2.03,4 / 4,2011,100 W,AMD
647,AMD Ryzen 3 2200U,notebook,2.03,2 / 4,2018,15 W,AMD
648,AMD Athlon X4 950,desktop,2.03,4 / 4,2017,65 W,AMD
649,AMD A10-9700,desktop,2.01,4 / 4,2017,65 W,AMD
650,AMD PRO A10-8770,desktop,2.01,4 / 4,2016,65 W,AMD
651,AMD A10-7890K,desktop,2.01,4 / 4,2016,95 W,AMD
652,AMD A8-7680,desktop,2.00,4 / 4,2018,45 W,AMD
653,AMD Ryzen Embedded V1202B,desktop,1.99,2 / 4,2018,15 W,AMD
654,AMD A10-7870K,desktop,1.99,4 / 4,2015,95 W,AMD
655,AMD Phenom II X6 1075T,desktop,1.98,6 / 6,2010,125 W,AMD
656,AMD Phenom II 42 TWKR Black Edition,desktop,1.98,4 / 4,2009,125 W,AMD
657,AMD Athlon X4 870K,desktop,1.95,4 / 4,2015,95 W,AMD
658,AMD A10 PRO-7850B,desktop,1.95,4 / 4,2014,95 W,AMD
659,AMD Athlon X4 860K,desktop,1.94,4 / 4,2014,95 W,AMD
660,AMD A12-9800E,desktop,1.94,4 / 4,2017,35 W,AMD
661,AMD Phenom II X6 1065T,desktop,1.93,6 / 6,2010,125 W,AMD
662,AMD A10-7850K,desktop,1.92,4 / 4,2014,95 W,AMD
663,AMD Athlon X4 840,desktop,1.89,4 / 4,2014,65 W,AMD
664,AMD FX-4150,desktop,1.89,4 / 4,2012,95 W,AMD
665,AMD PRO A8-9600,desktop,1.88,4 / 4,2016,65 W,AMD
666,AMD A10 PRO-7800B,desktop,1.88,4 / 4,2014,65 W,AMD
667,AMD Opteron X3421,workstation,1.87,4 / 4,2017,15 W,AMD
668,AMD FX-9830P,notebook,1.87,4 / 4,2016,35 W,AMD
669,AMD A8-9600,desktop,1.87,4 / 4,2017,65 W,AMD
670,AMD Ryzen Embedded R1600,notebook,1.86,2 / 4,2020,25 W,AMD
671,AMD Opteron  4386,server,1.86,8 / 8,2012,95 W,AMD
672,AMD A8-7670K,desktop,1.85,4 / 4,2015,95 W,AMD
673,AMD A10-7860K,desktop,1.84,4 / 4,2016,65 W,AMD
674,AMD A10-9700E,desktop,1.84,4 / 4,2017,35 W,AMD
675,AMD Phenom II X6 1045T,desktop,1.84,6 / 6,2010,95 W,AMD
676,AMD PRO A8-8650B,desktop,1.83,4 / 4,2015,65 W,AMD
677,AMD A8-7600,desktop,1.82,4 / 4,2014,65 W,AMD
678,AMD A10-7800,desktop,1.82,4 / 4,2014,65 W,AMD
679,AMD FX-7500,notebook,1.82,4 / 4,2014,19 W,AMD
680,AMD A10-6800K,desktop,1.81,4 / 4,2013,100 W,AMD
681,AMD FX-4350,desktop,1.81,4 / 4,2013,125 W,AMD
682,AMD A10-7700K,desktop,1.80,4 / 4,2014,95 W,AMD
683,AMD FX-770K,desktop,1.80,4 / 4,2014,65 W,AMD
684,AMD FX-4320,desktop,1.79,4 / 4,2012,95 W,AMD
685,AMD Ryzen Embedded R1305G,notebook,1.78,2 / 4,2020,10 W,AMD
686,AMD PRO A12-9800E,desktop,1.77,4 / 4,2017,35 W,AMD
687,AMD FX-4170,desktop,1.77,4 / 4,2012,125 W,AMD
688,AMD A8-7650K,desktop,1.77,4 / 4,2015,95 W,AMD
689,AMD A10-6790K,desktop,1.76,4 / 4,2013,100 W,AMD
690,AMD A10-6700,desktop,1.76,4 / 4,2013,65 W,AMD
691,AMD A10-5757M,notebook,1.75,4 / 4,2013,35 W,AMD
692,AMD PRO A10-8750B,desktop,1.73,4 / 4,2015,95 W,AMD
693,AMD PRO A10-9700E,desktop,1.73,4 / 4,2016,35 W,AMD
694,AMD Opteron X3418,workstation,1.73,4 / 4,2017,15 W,AMD
695,AMD A10-5800B,desktop,1.72,4 / 4,2012,100 W,AMD
696,AMD Athlon X4 830,desktop,1.71,4 / 4,2015,65 W,AMD
697,AMD Athlon Silver 7120U,notebook,1.71,2 / 2,2022,15 W,AMD
698,AMD Phenom II X6 1035T,desktop,1.71,6 / 6,2010,95 W,AMD
699,AMD A8-6600K,desktop,1.71,4 / 4,2013,100 W,AMD
700,AMD PRO A12-8870E,desktop,1.71,4 / 4,2016,35 W,AMD
701,AMD A8 PRO-7600B,desktop,1.71,4 / 4,2014,65 W,AMD
702,AMD PRO A10-8770E,desktop,1.70,4 / 4,2016,35 W,AMD
703,AMD FX-4300,desktop,1.70,4 / 4,2012,95 W,AMD
704,AMD Athlon Silver 3050e,notebook,1.69,2 / 4,2020,1 W,AMD
705,AMD Athlon X4 760K,desktop,1.69,4 / 4,2013,100 W,AMD
706,AMD A10-5800K,desktop,1.68,4 / 4,2012,100 W,AMD
707,AMD Athlon Silver 3050U,notebook,1.67,2 / 2,2020,15 W,AMD
708,AMD Athlon II X4 620e,desktop,1.65,4 / 4,2011,45 W,AMD
709,AMD Athlon X4 750K,desktop,1.63,4 / 4,2012,100 W,AMD
710,AMD A8-5600K,desktop,1.62,4 / 4,2012,100 W,AMD
711,AMD FX-8800P,notebook,1.61,4 / 4,2015,15 W,AMD
712,AMD Athlon PRO 3045B,notebook,1.57,2 / 4,2021,15 W,AMD
713,AMD Athlon X4 850,desktop,1.56,4 / 4,2015,65 W,AMD
714,AMD Athlon X4 750,desktop,1.56,4 / 4,2013,65 W,AMD
715,AMD A10-5700,desktop,1.56,4 / 4,2012,65 W,AMD
716,AMD A9-9425,notebook,1.56,2 / 2,2016,15 W,AMD
717,AMD A8-7410,notebook,1.55,4 / 4,2015,2 W,AMD
718,AMD FX-4130,desktop,1.54,4 / 4,2012,125 W,AMD
719,AMD A6-9400,desktop,1.54,2 / 2,2019,65 W,AMD
720,AMD PRO A12-9800B,notebook,1.53,4 / 4,2016,2 W,AMD
721,AMD Opteron  3350 HE,server,1.53,4 / 4,2012,45 W,AMD
722,AMD A6-7310,notebook,1.52,4 / 4,2015,2 W,AMD
723,AMD Athlon II X4 740,desktop,1.52,4 / 4,2012,65 W,AMD
724,AMD Pro A12-8800B,notebook,1.51,4 / 4,2015,2 W,AMD
725,AMD Athlon X4 740,desktop,1.50,4 / 4,2012,65 W,AMD
726,AMD Athlon X4 970,desktop,1.50,4 / 4,2017,65 W,AMD
727,AMD FX-4100,desktop,1.49,4 / 4,2011,95 W,AMD
728,AMD 3015e,notebook,1.49,2 / 4,2020,1 W,AMD
729,AMD A12-9720P,notebook,1.49,4 / 4,2016,2 W,AMD
730,AMD A8-5500,desktop,1.48,4 / 4,2012,65 W,AMD
731,AMD A8-6500,desktop,1.47,4 / 4,2013,65 W,AMD
732,AMD FX-7600P,notebook,1.45,4 / 4,2014,35 W,AMD
733,AMD Phenom II X4 965 BE (125W),desktop,1.44,4 / 4,2009,125 W,AMD
734,AMD Phenom II X4 B97,desktop,1.44,4 / 4,2010,95 W,AMD
735,AMD A10-9620P,notebook,1.42,4 / 4,2017,2 W,AMD
736,AMD A8-6500B,desktop,1.42,4 / 4,2013,65 W,AMD
737,AMD Phenom II X4 N950,notebook,1.41,4 / 4,2010,2 W,AMD
738,AMD A8-8600P,notebook,1.40,4 / 4,2015,2 W,AMD
739,AMD FX-9800P,notebook,1.40,4 / 4,2016,15 W,AMD
740,AMD Phenom II X4 840,desktop,1.39,4 / 4,2011,95 W,AMD
741,AMD Phenom II X4 850,desktop,1.38,4 / 4,2011,95 W,AMD
742,AMD Phenom II X4 B95,desktop,1.38,4 / 4,2009,95 W,AMD
743,AMD A8-3850,desktop,1.37,4 / 4,2011,100 W,AMD
744,AMD A12-9700P,notebook,1.37,4 / 4,2016,2 W,AMD
745,AMD 3020e,notebook,1.36,2 / 2,2020,1 W,AMD
746,AMD Athlon II X4 645,desktop,1.35,4 / 4,2010,95 W,AMD
747,AMD Phenom II X4 840T,desktop,1.34,4 / 4,2010,95 W,AMD
748,AMD A8-3870K,desktop,1.34,4 / 4,2011,100 W,AMD
749,AMD A10-9600P,notebook,1.32,4 / 4,2016,2 W,AMD
750,AMD Athlon II X4 641,desktop,1.31,4 / 4,2012,100 W,AMD
751,AMD Phenom II X4 X920 BE,notebook,1.30,4 / 4,2010,2 W,AMD
752,AMD A10-6700T,desktop,1.30,4 / 4,2013,45 W,AMD
753,AMD Opteron 3260 HE,server,1.29,4 / 4,2012,45 W,AMD
754,AMD E2-7110,notebook,1.29,4 / 4,2015,15 W,AMD
755,AMD Athlon X4 730,desktop,1.29,4 / 4,2012,65 W,AMD
756,AMD Athlon II X4 640,desktop,1.29,4 / 4,2010,95 W,AMD
757,AMD Phenom II X4 925,desktop,1.28,4 / 4,2009,95 W,AMD
758,AMD Athlon II X4 638,desktop,1.28,4 / 4,2012,65 W,AMD
759,AMD A10-8700P,notebook,1.28,4 / 4,2015,2 W,AMD
760,AMD Athlon II X4 635,desktop,1.27,4 / 4,2010,95 W,AMD
761,AMD Athlon II X3 425e,desktop,1.27,3 / 3,2011,45 W,AMD
762,AMD Pro A8-8600B,notebook,1.25,4 / 4,2015,2 W,AMD
763,AMD Phenom II X4 920,desktop,1.25,4 / 4,2009,125 W,AMD
764,AMD PRO A8-9600B,notebook,1.24,4 / 4,2016,2 W,AMD
765,AMD A8-3820,desktop,1.24,4 / 4,2011,65 W,AMD
766,AMD Athlon II X4 630,desktop,1.23,4 / 4,2009,95 W,AMD
767,AMD A10-5750M,notebook,1.23,4 / 4,2013,35 W,AMD
768,AMD Pro A10-8700B,notebook,1.23,4 / 4,2015,2 W,AMD
769,AMD Phenom II X4 B93,desktop,1.22,4 / 4,2009,95 W,AMD
770,AMD A8-7200P,notebook,1.22,4 / 4,2014,4 W,AMD
771,AMD FirePro A320,desktop,1.22,4 / 4,2012,100 W,AMD
772,AMD Phenom II X4 910e,desktop,1.22,4 / 4,2010,65 W,AMD
773,AMD A10-7400P,notebook,1.21,4 / 4,2014,4 W,AMD
774,AMD Athlon II X4 631,desktop,1.20,4 / 4,2011,100 W,AMD
775,AMD Phenom II X4 820,desktop,1.20,4 / 4,2009,95 W,AMD
776,AMD 3015Ce,notebook,1.19,2 / 4,2020,1 W,AMD
777,AMD A6-3650,desktop,1.19,4 / 4,2011,100 W,AMD
778,AMD Phenom II X4 830,desktop,1.17,4 / 4,2009,95 W,AMD
779,AMD Opteron 3250 HE,workstation,1.17,4 / 4,2012,45 W,AMD
780,AMD A8-3800,desktop,1.16,4 / 4,2011,65 W,AMD
781,AMD Phenom II X4 810,desktop,1.15,4 / 4,2009,95 W,AMD
782,AMD Athlon II X4 620,desktop,1.15,4 / 4,2009,95 W,AMD
783,AMD Athlon II X4 615e,desktop,1.14,4 / 4,2010,45 W,AMD
784,AMD Phenom II X4 905e,desktop,1.14,4 / 4,2009,65 W,AMD
785,AMD Phenom II X4 805,desktop,1.13,4 / 4,2009,95 W,AMD
786,AMD A8-6500T,desktop,1.12,4 / 4,2013,45 W,AMD
787,AMD Athlon II X3 460,desktop,1.11,3 / 3,2011,95 W,AMD
788,AMD Athlon II X4 605e,desktop,1.11,4 / 4,2009,45 W,AMD
789,AMD Athlon II X4 610e,desktop,1.11,4 / 4,2010,45 W,AMD
790,AMD A10-4600M,notebook,1.10,4 / 4,2012,35 W,AMD
791,AMD Phenom X4 9850B,desktop,1.10,4 / 4,2008,95 W,AMD
792,AMD Athlon II X3 455,desktop,1.10,3 / 3,2010,95 W,AMD
793,AMD PRO A6-8570,desktop,1.09,2 / 2,2018,65 W,AMD
794,AMD Opteron  3320 EE,server,1.09,4 / 4,2012,25 W,AMD
795,AMD Opteron X2170,server,1.08,4 / 4,2016,25 W,AMD
796,AMD Athlon 5370,desktop,1.08,4 / 4,2014,25 W,AMD
797,AMD PRO A6-8550B,desktop,1.07,2 / 2,2015,65 W,AMD
798,AMD A6-3620,desktop,1.06,4 / 4,2011,65 W,AMD
799,AMD A6-9500,desktop,1.06,2 / 2,2017,65 W,AMD
800,AMD PRO A6-9500,desktop,1.06,2 / 2,2016,65 W,AMD
801,AMD Athlon II X3 450,desktop,1.06,3 / 3,2010,95 W,AMD
802,AMD A10 Pro-7350B,notebook,1.06,4 / 4,2014,4 W,AMD
803,AMD Phenom II X3 B77,desktop,1.05,3 / 3,2010,95 W,AMD
804,AMD Phenom X4 9600B,desktop,1.04,4 / 4,2008,95 W,AMD
805,AMD A8-5557M,notebook,1.04,4 / 4,2013,35 W,AMD
806,AMD A8-5550M,notebook,1.03,4 / 4,2013,35 W,AMD
807,AMD Athlon II X3 445,desktop,1.02,3 / 3,2010,95 W,AMD
808,AMD A6-7470K,desktop,1.02,2 / 2,2016,65 W,AMD
809,AMD Athlon 5350,desktop,1.02,4 / 4,2014,25 W,AMD
810,AMD Athlon II X4 600e,desktop,1.02,4 / 4,2009,45 W,AMD
811,AMD Athlon 64 FX-72,desktop,1.02,2 / 2,2006,125 W,AMD
812,AMD A6-7480,desktop,1.02,2 / 2,2018,45 W,AMD
813,AMD Phenom II X3 B75,desktop,1.01,3 / 3,2009,95 W,AMD
814,AMD Phenom X4 9650,desktop,1.01,4 / 4,2008,95 W,AMD
815,AMD Phenom II X4 910,desktop,1.01,4 / 4,2009,95 W,AMD
816,AMD A8-6410,notebook,1.00,4 / 4,2014,15 W,AMD
817,AMD A10-5745M,notebook,1.00,4 / 4,2013,25 W,AMD
818,AMD A10-4657M,notebook,1.00,4 / 4,2013,4 W,AMD
819,AMD Athlon II X3 440,desktop,0.99,3 / 3,2010,95 W,AMD
820,AMD A6-9500E,desktop,0.99,2 / 2,2017,35 W,AMD
821,AMD A10-7300,notebook,0.98,4 / 4,2014,4 W,AMD
822,AMD Phenom II X4 900e,desktop,0.98,4 / 4,2009,65 W,AMD
823,AMD A6-3600,desktop,0.97,4 / 4,2011,65 W,AMD
824,AMD A4 PRO-3340B,notebook,0.97,4 / 4,2014,25 W,AMD
825,AMD A8-4500M,notebook,0.96,4 / 4,2012,35 W,AMD
826,AMD PRO A4-8350B,desktop,0.96,2 / 2,2015,65 W,AMD
827,AMD PRO A6-9500E,desktop,0.96,2 / 2,2016,35 W,AMD
828,AMD A8-3550MX,notebook,0.96,4 / 4,2011,45 W,AMD
829,AMD Phenom II X3 N870,notebook,0.96,3 / 3,2010,1.5 W,AMD
830,AMD A6-7400K,desktop,0.95,2 / 2,2014,65 W,AMD
831,AMD A6-6310,notebook,0.95,4 / 4,2014,15 W,AMD
832,AMD A6-5200,notebook,0.95,4 / 4,2013,25 W,AMD
833,AMD Phenom II X3 B73,desktop,0.95,3 / 3,2009,95 W,AMD
834,AMD A4-7210,notebook,0.95,4 / 4,2015,2 W,AMD
835,AMD Phenom X4 9550,desktop,0.95,4 / 4,2008,95 W,AMD
836,AMD Phenom X4 9350e,desktop,0.94,4 / 4,2008,65 W,AMD
837,AMD A10-4655M,notebook,0.94,4 / 4,2012,25 W,AMD
838,AMD Phenom II X4 N970,notebook,0.93,4 / 4,2010,2 W,AMD
839,AMD A8-7100,notebook,0.93,4 / 4,2014,4 W,AMD
840,AMD Athlon II X3 435,desktop,0.93,3 / 3,2009,95 W,AMD
841,AMD A6 PRO-7400B,desktop,0.93,2 / 2,2014,65 W,AMD
842,AMD A8-3510MX,notebook,0.92,4 / 4,2011,45 W,AMD
843,AMD A8-5545M,notebook,0.92,4 / 4,2013,25 W,AMD
844,AMD A4-6250J,desktop,0.92,4 / 4,2014,25 W,AMD
845,AMD A8-3530MX,notebook,0.91,4 / 4,2011,45 W,AMD
846,AMD Phenom X4 9600,desktop,0.91,4 / 4,2007,95 W,AMD
847,AMD PRO A6-8570E,desktop,0.91,2 / 2,2018,65 W,AMD
848,AMD Phenom II X3 720,desktop,0.91,3 / 3,2010,95 W,AMD
849,AMD Phenom II X3 710,desktop,0.91,3 / 3,2009,95 W,AMD
850,AMD Athlon II X3 425,desktop,0.90,3 / 3,2009,95 W,AMD
851,AMD Pro A6-8500B,notebook,0.90,2 / 2,2015,1 W,AMD
852,AMD Phenom II X2 X640 BE,notebook,0.89,2 / 2,2011,2 W,AMD
853,AMD A6-6400B,desktop,0.89,2 / 2,2013,65 W,AMD
854,AMD A6-6420K,desktop,0.89,2 / 2,2014,65 W,AMD
